ID;Name_NED;reference;RA (hms);Dec (dms);zbest;zspec;zIRS;source type;MIR_class;refmag;refmag_flag;Rband_name;Rband_flux;Rband_eflux;Kband_name;Kband_flux;Kband_eflux;IRAC1_flux;IRAC1_eflux;IRAC4_flux;IRAC4_eflux;24um_name;24um_flux;24um_eflux;70um_name;70um_flux;70um_eflux;1.4GHz_name;1.4GHz_flux;1.4GHz_eflux;lambda_min;lambda_max;lrest_min;lrest_max;nuLnu2.2;enuLnu2.2;nuLnu3.6;enuLnu3.6;nuLnu5.6;enuLnu5.6;nuLnu7.0;enuLnu7.0;nuLnu9.0;enuLnu9.0;nuLnu10.0;enuLnu10.0;nuLnu12.0;enuLnu12.0;nuLnu14.0;enuLnu14.0;nuLnu15.0;enuLnu15.0;nuLnu18.0;enuLnu18.0;nuLnu20.0;enuLnu20.0;nuLnu25.0;enuLnu25.0;C7-10-14;flagsil;Ssil;eSsil;lambdasil;elambdasil;continuumsil;econtinuumsil;peaksil;epeaksil;EWsil;eEWsil;Integralsil;eIntegralsil;SNRsil;flag62;L62;eL62;EW62;eEW62;Lcont62;eLcont62;f62;ef62;snr62;flag113;L113;eL113;EW113;eEW113;Lcont113;eLcont113;f113;ef113;snr113;5-15um coverage;Lum5-15;rAGN;erAGN;LumAGN;eLumAGN;rHII;erHII;LumHII;eLumHII;rPDR;erPDR;LumPDR;eLumPDR;tau97;etau97;chisq_decomp;redchisq;BIBCODE;AGNtype;Sy1;Sy1.X;Sy2;LINER;QSO;QSO2;Starburst;ULIRG;SMG;other
(hms);(dms);;;;;;(AB mag);;;(Jy);(Jy);;(Jy);(Jy);(Jy);(Jy);(Jy);(Jy);;(Jy);(Jy);;(Jy);(Jy);;(Jy);(Jy);(micron);(micron);(micron);(micron);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);;;;;(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/micron);(erg/s/micron);(micron);(micron);(erg/s);(erg/s);;;(erg/s);(erg/s);(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/cm2);(erg/s/cm2);;;(erg/s);(erg/s);(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/cm2);(erg/s/cm2);;(%);(erg/s);;;(erg/s);(erg/s);;;(erg/s);(erg/s);;;(erg/s);(erg/s);;;;;;;;;;;;;;;;;;;
IRAS_01004-2237;IRAS 01003-2238;Imanishi07;01:02:50.00;-22:21:57.0;0.118;0.118; ;S2;MIR_AGN2;18.9;V; ; ; ;K' (UH);0.00135;6.23E-5; ; ; ; ;IRAS 25 microns;0.66;0.0273;IRAS 60 microns;2.29;0.16;NVSS;0.0134;6,00E+11;5.222;34.815;46.708.407;31.140.427; ; ; ; ;3,49E+47;6,73E+45;6,57E+47;8,69E+45;6,52E+47;4,90E+45;6,39E+47;3,62E+45;1,08E+48;5,98E+45;1,83E+48;3,50E+45;1.8E45;3,97E+45;1,71E+48;5,92E+45;2,02E+48;5,48E+45;2.76E45;4,61E+45;-0.5865198971924805;0;-0.718;0.012;9.8;0.0;1,60E+47;1,14E+45;-8,19E+46;1,17E+45;-0.936;0.0080;-1,50E+47;2,19E+45;68.6;0;6,74E+45;2.13E42;0.0921;0.0293;7,32E+46;2,40E+45;1,89E-10;5,97E-11;3.162.923.138.816.170;0;8,21E+44;5,50E+44;0.0112;0.0075;7,35E+46;6,00E+44;2.3E-14;1,54E-11;1.494.476.894.164.250;100.0;1,08E+48;0.278;0.0020;2,99E+47;2,37E+45;0.62;0.0020;6,67E+47;1,71E+45;0.102;0.0010;1,10E+47;1,56E+45;1.129;0.0080;11440.64;181.6;2007ApJS..171...72I;type2;false;false;false;false;false;true;true;true;false;false
IRAS_01166-0844;2MASX J01190760-0829095;Imanishi07;01:19:07.70;-08:29:10.0;0.118;0.118; ;ULIRG+HII;MIR_SB;18.54; ; ; ; ;K_s_total (2MASS);0.00253;4.47E-4; ; ; ; ;IRAS 25 microns;0.17500000000000002;0.0335;IRAS 60 microns;1.74;0.105;FIRST;0.0021000000000000003;1,37E+12;5.237;34.285;46.842.575;30.666.368; ; ; ; ;8,00E+46;1,74E+45;1,40E+47;2,66E+45;2,66E+46;1,53E+45;1,51E+46;1,63E+45;1,06E+47;1,37E+45;2,82E+47;1,54E+45;2,78E+47;1,72E+45;2,35E+47;2,45E+45;4,05E+47;2,30E+45;1,08E+48;2,22E+45;-28.008.202.608.875.600;0;-2.932;0.137;9.8;0.0;3,01E+46;2,44E+44;-2,85E+46;3,08E+44;-1.762;0.0080;-5,27E+46;4.63E41;113.91;2;-9,68E+44;4.34E41;-0.0454;0.0204;2,13E+46;4,96E+44;-2.71E-14;1,22E-11;22.304.526.404.701.300;0;1,37E+45;1,62E+44;0.3786;0.0471;3,63E+45;1,46E+44;3,85E-11;4.53E-15;8.490.065.967.599.580;100.0;1,54E+47;0.297;0.0030;4,56E+46;4,63E+44;0.486;0.0030;7,47E+46;4,07E+44;0.217;0.0020;3,33E+46;2,93E+44;6.293;0.079;4040.91;64.14;2007ApJS..171...72I;no_AGN;false;false;false;false;false;false;true;true;false;false
IRAS_01199-2307;IRAS 01199-2307;Imanishi09;01:22:20.90;-22:52:07.0;0.156;0.156; ;ULIRG+HII-region;MIR_SB;19.0; ; ; ; ;K' (UH);8.15E-4;5.26E-5; ; ; ; ;IRAS 25 microns;0.0;-0.162;IRAS 60 microns;1.61;0.0964;NVSS;0.0025;5.0E-4;5.335;34.898;46.150.517;3.018.858; ; ; ; ;1,95E+47;4,40E+45;3,24E+47;5.35E42;7,14E+46;3,31E+45;4,16E+46;2,63E+45;2,96E+47;3,66E+45;5,40E+47;3,29E+45;5,21E+47;3,62E+45;3,81E+47;4,88E+45;6,51E+47;3,87E+45;1,65E+48;4,20E+45;-25.061.128.942.380.600;0;-2.184;0.133;9.8;0.0;4,95E+46;5.71E41;-4,39E+46;9,07E+44;-1.671;0.01;-8.29E43;1,22E+45;67.7;0;7,90E+45;1,19E+45;0.215;0.0335;3,67E+46;1,47E+45;1,20E-10;1,81E-11;66.482.607.480.811.700;0;3,60E+45;3.38E41;0.3521;0.0357;1,02E+46;3,87E+44;5,48E-11;5,15E-12;10.640.652.401.180.500;100.0;3.76E44;0.285;0.0050;1,07E+47;1,73E+45;0.415;0.0030;1,56E+47;1.09E42;0.3;0.0030;1,13E+47;1,15E+45;4.678;0.053;1952.16;30.99;2009ApJ...694..751I;no_AGN;false;false;false;false;false;false;true;true;false;false
IRAS_01298-0744;IRAS 01298-0744;Imanishi07;01:32:21.40;-07:29:08.0;0.136;0.136; ;ULIRG+HII;MIR_SB;19.04; ; ; ; ; ; ; ; ; ; ; ;IRAS 25 microns;0.0;-0.279;IRAS 60 microns;2.47;0.148;NVSS;0.0040999999999999995;6,00E+11;5.222;34.815;4.596.831;30.647.005; ; ; ; ;4.47E44;6,32E+45;6,09E+47;6,45E+45;7,76E+46;2,25E+45;2,15E+46;1,99E+45;2,81E+47;3,45E+45;7,42E+47;3,49E+45;6,20E+47;3,64E+45;3,31E+47;5.05E42;5,96E+47;4,28E+45;1,83E+48;4,79E+45;-3.739.899.575.031.030;0;-3.91;0.255;9.8;0.0;1,28E+47;5,31E+44;-1,25E+47;8,89E+44;-1.846;0.0030;-2,31E+47;9,09E+44;254.45;2;-4,51E+45;1,66E+45;-0.0599;0.0221;7,53E+46;1,83E+45;-9,29E-11;3,41E-11;2.721.277.615.581.510;0;1,84E+45;2,35E+44;0.2315;0.0305;7,94E+45;2,56E+44;3,78E-11;4,83E-12;7.821.679.417.134.800;100.0;5,93E+47;0.409;0.0030;2,43E+47;1.9E42;0.268;0.0020;1.59E44;1,11E+45;0.322;0.0020;1,91E+47;1,24E+45;6.466;0.039;13556.48;215.18;2007ApJS..171...72I;no_AGN;false;false;false;false;false;false;true;true;false;false
IRAS_01355-1814;IRAS 01355-1814;Imanishi09;01:37:57.40;-17:59:21.0;0.192;0.192; ;ULIRG+HII-region;MIR_SB;18.76; ; ; ; ; ; ; ; ; ; ; ;IRAS 25 microns;0.0;-0.178;IRAS 60 microns;1.4;0.0842;NVSS; ; ;5.335;34.898;44.756.713;29.276.844; ; ; ; ;1,23E+47;6,57E+45;2,72E+47;6,49E+45;7.71E43;4,10E+45;4,45E+46;3,31E+45;2,74E+47;6,83E+45;6,41E+47;6,00E+45;6,02E+47;6,79E+45;4,52E+47;8,16E+45;7,44E+47;5,89E+45;2,11E+48;7,30E+45;-243.088.171.134.588;0;-2.14;0.215;9.8;0.0;4,88E+46;6,68E+44;-4,31E+46;1.3E42;-1.628;0.013;-8,04E+46;1,43E+45;56.32;0;8.84E42;1,53E+45;0.3609;0.0674;2,45E+46;1,70E+45;8,50E-11;1,47E-11;5.775.136.221.547;0;3,37E+45;5,37E+44;0.3348;0.058;1,01E+46;6,88E+44;3,24E-11;5,16E-12;6.278.079.085.388.100;100.0;3,56E+47;0.21;0.0060;7,48E+46;2,24E+45;0.593;0.0040;2,11E+47;1,56E+45;0.197;0.0040;6,99E+46;1,33E+45;4.708;0.077;656.68;10.42;2009ApJ...694..751I;no_AGN;false;false;false;false;false;false;true;true;false;false
IRAS_01494-1845;2MASX J01515140-1830464;Imanishi09;01:51:51.40;-18:30:46.0;0.158;0.158; ;ULIRG;MIR_SB;18.77; ; ; ; ;K_s_total (2MASS);0.00215;3.65E-4; ; ; ; ;IRAS 25 microns;0.0;-0.15;IRAS 60 microns;1.29;0.0902;NVSS;0.0080;6,00E+11;5.227;34.898;45.138.173;30.136.442; ; ; ; ;1,21E+47;6,00E+45;2,20E+47;5,03E+45;1,07E+47;2,88E+45;5,33E+46;1,99E+45;2,12E+47;3,94E+45;2,64E+47;3,61E+45;2,66E+47;4,05E+45;3,12E+47;5,72E+45;4,19E+47;4,29E+45;8,42E+47;4,06E+45;-16.370.293.452.525.600;0;-1.388;0.091;9.8;0.0;2,71E+46;6,65E+44;-2,04E+46;8,25E+44;-1.299;0.02;-3,52E+46;1,30E+45;27.12;0;1,73E+46;1,43E+45;0.9486;0.1134;1,82E+46;1,58E+45;2,56E-10;2,11E-11;12.125.946.094.055.300;0;8,65E+45;3,47E+44;0.8274;0.0436;1,05E+46;3,57E+44;1,28E-10;5,14E-12;2.492.223.771.804.320;100.0;2,86E+47;0.23;0.0090;6,58E+46;2.65E42;0.312;0.0050;8,93E+46;1,43E+45;0.458;0.0060;1,31E+47;1,66E+45;1.953;0.03;1143.19;18.15;2009ApJ...694..751I;no_AGN;false;false;false;false;false;false;true;true;false;false
IRAS_01569-2939;2MASX J01591372-2924356;Imanishi07;01:59:13.80;-29:24:35.0;0.141;0.141; ;S1;MIR_SB;18.2;V; ; ; ;K_s_total (2MASS);0.00185;4.71E-4; ; ; ; ;IRAS 25 microns;0.14300000000000002;0.0186;IRAS 60 microns;1.73;0.139;NVSS;0.1235;0.003700000047683716;5.174;34.991;45.346.184;3.066.696; ; ; ; ;1,66E+47;3,84E+45;2,80E+47;5,10E+45;7,36E+46;3.54E42;4,09E+46;2,33E+45;2,18E+47;2,93E+45;4,29E+47;2,35E+45;4,04E+47;2.55E42;2,76E+47;3.73E42;4,48E+47;2,94E+45;1,30E+48;2,99E+45;-2.321.487.252.853.290;0;-2.265;0.171;9.8;0.0;3,98E+46;3,25E+44;-3,57E+46;8.46E41;-1.658;0.011;-6,60E+46;6,66E+44;99.07;0;2,84E+45;7.42E41;0.0897;0.0236;3,16E+46;9,93E+44;5,40E-11;1,41E-11;38.263.641.312.347.500;0;3,85E+45;2,89E+44;0.4905;0.0422;7,85E+45;3,31E+44;7,33E-11;5,49E-12;13.345.474.293.336.400;100.0;2,96E+47;0.319;0.0040;9,44E+46;1,28E+45;0.411;0.0020;1,21E+47;7,14E+44;0.27;0.0030;7,97E+46;9,04E+44;4.248;0.051;3007.0;47.73;2007ApJS..171...72I;type1;false;false;false;false;true;false;true;true;false;false
IRAS_02411+0353;2MASX J02434617+0406377;Imanishi07;02:43:46.10;+04:06:37.0;0.144;0.144; ;ULIRG+HII;MIR_SB;17.96; ; ; ; ;K_s_total (2MASS);0.00397;5.0E-4; ; ; ; ;IRAS 25 microns;0.224;0.0204;IRAS 60 microns;1.37;0.0821;NVSS;0.0066;5.0E-4;5.222;34.815;45.646.853;3.043.269; ; ; ; ;1,90E+47;5,71E+45;3.98E44;5,89E+45;2,83E+47;3,36E+45;1,95E+47;2,28E+45;4,38E+47;3,76E+45;5,58E+47;2,59E+45;5,96E+47;2,84E+45;8,04E+47;4.7E42;9,77E+47;3,70E+45;1,56E+48;3,22E+45;-0.9609448540836187;0;-0.646;0.03;9.8;0.0;4.9E43;4,44E+44;-2,33E+46;8,45E+44;-0.834;0.01;-4.1E43;7,73E+44;53.0;0;2,87E+46;1,56E+45;0.8092;0.0549;3,54E+46;1,43E+45;5,21E-10;2,84E-11;1.835.447.511.266.160;0;1,46E+46;4,02E+44;0.5889;0.0185;2,48E+46;3,72E+44;2.65E-13;7,29E-12;36.336.210.163.581.900;100.0;5,35E+47;0.248;0.0050;1,33E+47;2,79E+45;0.372;0.0030;1,99E+47;1,82E+45;0.38;0.0030;2,03E+47;1,36E+45;1.189;0.013;2695.08;42.78;2007ApJS..171...72I;no_AGN;false;false;false;false;false;false;true;true;false;false
IRAS_03250+1606;2MASX J03274981+1616594;Imanishi07;03:27:49.80;+16:17:00.0;0.129;0.129; ;ULIRG+LINER;MIR_SB;21.2;R; ; ; ;K_s_total (2MASS);0.00318;2.43E-4; ; ; ; ;IRAS 25 microns;0.0;-0.152;IRAS 60 microns;1.38;0.0829;NVSS;0.0095;5.0E-4;5.237;34.815;46.386.185;30.837.025; ; ; ; ;7,88E+46;2,92E+45;1,70E+47;4,20E+45;9,91E+46;2,13E+45;4,51E+46;1,98E+45;1,69E+47;2,30E+45;2,11E+47;1,29E+45;2,06E+47;1,38E+45;2.44E44;2,77E+45;3,00E+47;2,54E+45;6,18E+47;1,98E+45;-15.596.806.692.607.700;0;-1.172;0.092;9.8;0.0;1,88E+46;2,86E+44;-1.3E43;5,86E+44;-1.204;0.016;-2.27E43;5,88E+44;38.62;0;1,67E+46;6.33E41;10.728;0.065;1,55E+46;7,34E+44;3.85E-13;1,46E-11;2.635.181.329.979.670;0;7,61E+45;2,50E+44;0.9455;0.0439;8.05E42;2,64E+44;1,76E-10;5,77E-12;30.461.165.529.371.700;100.0;2,14E+47;0.231;0.0050;4,95E+46;1,10E+45;0.32;0.0030;6,85E+46;6.71E41;0.45;0.0030;9,64E+46;7,40E+44;1.738;0.023;1794.43;28.48;2007ApJS..171...72I;no_AGN;false;false;false;false;false;false;false;true;false;false
IRAS_03521+0028;SDSS J035442.18+003703.0;Imanishi09;03:54:42.20;+00:37:03.0;0.152;0.152; ;ULIRG+LINER;MIR_SB;18.0; ;r (SDSS Model) AB;1.07E-4;2.22E-6; ; ; ; ; ; ; ;IRS;0.09798699999999999;2,43E+12; ; ; ;NVSS;0.0060999999999999995;5.0E-4;5.227;34.53;4.537.327;29.973.959; ; ; ; ;1.21E44;5,54E+45;2,19E+47;4,75E+45;1,20E+47;2,73E+45;8,21E+46;1,93E+45;2,55E+47;3,45E+45;3,54E+47;2.94E42;3,63E+47;3,29E+45;3,77E+47;4,67E+45;6.14E44;3,70E+45;1,66E+48;4,07E+45;-1.326.220.250.074.050;0;-1.11;0.081;9.8;0.0;3,18E+46;5,55E+44;-2,13E+46;1,03E+45;-1.202;0.016;-3,84E+46;1,04E+45;36.99;0;1,26E+46;1,56E+45;0.5449;0.0774;2,32E+46;1,62E+45;2,04E-10;2,52E-11;809.618.415.707.734;0;8,53E+45;3,21E+44;0.6939;0.0338;1,23E+46;3,79E+44;1,38E-10;5.18E-15;2.656.370.713.949.850;100.0;3,01E+47;0.259;0.0070;7,77E+46;2,17E+45;0.388;0.0040;1,17E+47;1,25E+45;0.354;0.0040;1,06E+47;1,23E+45;1.884;0.026;1147.72;18.22;2009ApJ...694..751I;no_AGN;false;false;false;false;false;false;false;true;false;false
IRAS_04103-2838;2MASX J04121945-2830252;Imanishi07;04:12:19.40;-28:30:25.0;0.118;0.118; ;S?;MIR_AGN2;16.9;V; ; ; ;K_s_total (2MASS);0.00326;4.76E-4; ; ; ; ;IRAS 25 microns;0.538;0.00526;IRAS 60 microns;1.82;0.0912;NVSS;0.0131;6,00E+11;5.222;34.815;46.708.407;31.140.427; ; ; ; ;2,66E+47;4,41E+45;4,30E+47;5,25E+45;4,33E+47;2,94E+45;4,46E+47;2,21E+45;8,90E+47;3,88E+45;1,27E+48;2,26E+45;1,43E+48;2,58E+45;1,69E+48;4,26E+45;1,94E+48;3,81E+45;2,49E+48;3,12E+45;-0.550246574499209;0;-0.524;0.015;9.8;0.0;8,89E+46;4,71E+44;-3,63E+46;8,84E+44;-0.695;0.0080;-6,23E+46;9,94E+44;62.68;0;1,92E+46;1,08E+45;0.404;0.0255;4,74E+46;1.32E42;5,36E-10;3,03E-11;1.767.556.778.296.650;0;1,15E+46;3,85E+44;0.192;0.0065;6,00E+46;3,84E+44;3,23E-10;1,08E-11;29.935.065.104.459.200;100.0;7,75E+47;0.261;0.0030;2,03E+47;1.95E42;0.624;0.0020;4,84E+47;1,40E+45;0.115;0.0010;8,91E+46;9,66E+44;0.982;0.0070;8836.7;140.27;2007ApJS..171...72I;no_AGN;false;false;false;false;false;false;false;true;false;false
IRAS_04313-1649;IRAS 04313-1649;Imanishi09;04:33:37.00;-16:43:32.0;0.268;0.268; ;ULIRG;MIR_AGN2; ; ; ; ; ; ; ; ; ; ; ; ;IRAS 25 microns;0.07050000000000001;0.0177;IRAS 60 microns;1.01;0.0505;NVSS; ; ;5.273;34.898;41.585.174;27.522.081; ; ; ; ;2,03E+47;1,55E+46;2,71E+47;1,07E+46;7,02E+46;8,72E+45;4,43E+46;8,69E+45;4,31E+47;8,52E+45;1,09E+48;8,91E+45;1,08E+48;1,00E+46;8,48E+47;8,74E+45;1,44E+48;7.69E42;3,66E+48;1,19E+46;-2.719.199.690.405.350;0;-2.953;0.575;9.8;0.0;1,15E+47;1.83E42;-1,09E+47;3.76E42;-1.787;0.018;-2,06E+47;4,06E+45;50.84;2;-4,05E+44;2,78E+45;-0.0111;0.0761;3,65E+46;3,44E+45;-1.83E-15;1,26E-11;0.1457006402179734;0;2,78E+45;1.19E42;0.2208;0.0968;1.26E43;1.21E42;1,26E-11;5,38E-12;2.335.875.114.858.260;100.0;5,19E+47;0.179;0.06;9,30E+46;3,14E+46;0.697;0.036;3,62E+47;1,87E+46;0.124;0.025;6.46E43;1,29E+46;6.272;0.154;874.87;13.89;2009ApJ...694..751I;no_AGN;false;false;false;false;false;false;false;true;false;false
IRAS_07145-2914;ESO 428- G 014;Shi06;07:16:31.20;-29:19:29.0;0.0060;0.0060; ;S2;MIR_AGN2;13.52;V;R (WIYN);0.0947;0.00349;K_s_total (2MASS);0.207;0.00444; ; ; ; ;IRAS 25 microns;1.77;0.106;IRAS 60 microns;4.4;0.352;NVSS;0.081;0.0029000000953674316;5.218;30.18;51.868.787;30.0; ; ; ; ;2,60E+45;3.54E40;3,97E+45;5,51E+43;4,51E+45;2,69E+43;4,32E+45;1,75E+43;8,21E+45;2,52E+43;1,03E+46;2,97E+43;1,14E+46;2,56E+43;1,41E+46;3,04E+43;1,36E+46;3,42E+43;1,43E+46;3,21E+43;-0.42827248031577325;0;-0.409;0.013;9.8;0.0;6,26E+44;3,64E+42;-2,10E+44;6,02E+42;-0.534;0.0090;-3,36E+44;7,23E+42;46.52;0;3,64E+43;6,92E+42;0.0768;0.0147;4.74E41;8,26E+42;4,65E-10;8,83E-11;5.265.125.805.026.790;0;9,71E+43;2,52E+42;0.169;0.0045;5,74E+44;2,75E+42;1,24E-09;3.21E-14;3.856.697.861.402.820;9.813.121.318.817.130;6,17E+45;0.309;0.0030;1,91E+45;1,80E+43;0.604;0.0020;3,72E+45;1,22E+43;0.087;0.0010;5,38E+44;9,11E+42;0.615;0.0050;4425.43;73.76;2006ApJ...653..127S;type2;false;false;true;false;false;false;false;false;false;false
IRAS_08201+2801;SDSS J082312.61+275139.8;Imanishi09;08:23:12.60;+27:51:40.0;0.168;0.168; ;ULIRG+HII-region;MIR_SB;18.2;g;r (SDSS Petrosian)AB;3.46E-4;5.86E-6; ; ; ; ; ; ; ;IRAS 25 microns;0.0;-0.162;IRAS 60 microns;1.17;0.0703;FIRST;0.00474;1,40E+12;5.273;34.898;45.145.545;29.878.424; ; ; ; ;3,25E+47;8,72E+45;4,82E+47;8,16E+45;1.38E44;4,73E+45;7,37E+46;3,49E+45;3,87E+47;5,06E+45;6,84E+47;3,91E+45;6,48E+47;4,37E+45;5,72E+47;5,93E+45;8,98E+47;4,53E+45;1,99E+48;4,95E+45;-2.229.200.300.522.130;0;-2.074;0.154;9.8;0.0;7,18E+46;6.85E41;-6,28E+46;1,71E+45;-1.594;0.0090;-1,14E+47;1,25E+45;91.46;0;1.09E43;1,91E+45;0.1957;0.035;5,57E+46;2,03E+45;1.41E-13;2.47E-14;5.708.502.022.625.440;0;7,98E+45;5,13E+44;0.4875;0.036;1,64E+46;5,98E+44;1,03E-10;6,63E-12;15.571.298.683.804.800;100.0;5,87E+47;0.345;0.0060;2,03E+47;3,64E+45;0.311;0.0030;1,83E+47;1,95E+45;0.343;0.0040;2,02E+47;2,30E+45;3.54;0.039;2678.55;42.52;2009ApJ...694..751I;no_AGN;false;false;false;false;false;false;true;true;false;false
IRAS_08572+3915;IRAS 08572+3915;Imanishi07;09:00:25.40;+39:03:54.0;0.058;0.058; ;H2;MIR_COMP;16.66;V; ; ; ;K (ESO/SPM);0.0039;2.6E-4; ; ; ; ;IRAS 25 microns;1.76;0.033;IRAS 60 microns;7.3;0.028;FIRST;0.004889999999999999;1.92E-4;5.222;34.991;4.935.728;3.307.278; ; ; ; ;1,14E+48;5.93E42;1,26E+48;8,57E+45;2,81E+47;1.83E42;3,67E+46;6,95E+44;5,25E+47;2,02E+45;1,20E+48;1,65E+45;1,07E+48;1,54E+45;6,35E+47;1,69E+45;9,62E+47;2.61E42;2,01E+48;2,28E+45;-38.116.231.243.752.200;0;-3.733;0.034;9.8;0.0;1,62E+47;5,02E+44;-1,58E+47;5,32E+44;-1.813;0.0010;-2.89E44;8,78E+44;329.14;2;-9,31E+45;1,23E+45;-0.0472;0.0063;1,97E+47;1,44E+45;-1,17E-09;1,55E-10;7.559.562.573.625.870;2;-1,52E+45;1,49E+44;-0.0785;0.0078;1,93E+46;1,76E+44;-1,91E-10;1,88E-11;1.015.392.818.725.140;100.0;1,03E+48;0.76;0.108;7.81E44;1,11E+47;0.144;0.051;1.48E44;5,27E+46;0.096;0.056;9,86E+46;5,78E+46;5.891;0.059;58400.34;926.99;2007ApJS..171...72I;no_AGN;false;false;false;false;false;false;true;true;false;false
IRAS_09039+0503;2MASX J09063400+0451271;Imanishi07;09:06:34.20;+04:51:25.0;0.125;0.125; ;ULIRG+LINER;MIR_SB;14.1;K; ; ; ;K_s_total (2MASS);0.00205;5.04E-4; ; ; ; ;IRAS 25 microns;0.0;-0.20800000000000002;IRAS 60 microns;1.48;0.089;NVSS;0.006200000000000001;5.0E-4;5.222;34.815;4.641.778;30.946.665; ; ; ; ;8,33E+46;3,87E+45;1,38E+47;3.94E42;3,84E+46;1,80E+45;2,76E+46;1,28E+45;9,31E+46;2,09E+45;1,61E+47;1,68E+45;1,57E+47;1,80E+45;1,23E+47;2,43E+45;1,84E+47;2,25E+45;5,27E+47;1,81E+45;-18.336.367.126.134.000;0;-1.859;0.187;9.8;0.0;1,60E+46;2.47E41;-1.35E43;5,18E+44;-1.558;0.013;-2,48E+46;4,67E+44;53.11;0;6,70E+45;9,67E+44;0.5861;0.1013;1,14E+46;1,09E+45;1,66E-10;2,39E-11;6.935.956.438.467.930;0;3.56E42;1,64E+44;0.9412;0.0582;3,78E+45;1,57E+44;8,80E-11;4,05E-12;21.731.291.403.075.800;100.0;1,43E+47;0.336;0.01;4,79E+46;1,38E+45;0.294;0.0050;4,18E+46;7,42E+44;0.371;0.0060;5.28E43;8,54E+44;2.965;0.054;1510.37;23.97;2007ApJS..171...72I;no_AGN;false;false;false;false;false;false;false;true;false;false
IRAS_09116+0334;2MASX J09141380+0322009;Imanishi07;09:14:13.80;+03:22:01.0;0.146;0.146; ;ULIRG+LINER;MIR_SB;17.4;g;r (SDSS Petrosian)AB;8.29E-4;7.71E-6;K_s_total (2MASS);0.00587;7.71E-4; ; ; ; ;IRAS 25 microns;0.0;-0.14100000000000001;IRAS 60 microns;1.09;0.0655;FIRST;0.00941;2.13E-4;5.237;34.991;4.569.808;3.053.316; ; ; ; ;1,16E+47;3,91E+45;2,72E+47;5,39E+45;1.47E44;3,03E+45;7,77E+46;2,60E+45;2,41E+47;2,72E+45;2,31E+47;1,69E+45;2,21E+47;1.82E42;3,10E+47;3.92E42;3,84E+47;3,96E+45;6,74E+47;2,57E+45;-1.271.662.034.879.140;0;-0.817;0.064;9.8;0.0;2,41E+46;2.73E41;-1,35E+46;7,53E+44;-0.951;0.021;-2.28E43;6,34E+44;35.99;0;1.95E43;9,24E+44;0.9459;0.0667;2,06E+46;1,08E+45;3,44E-10;1,63E-11;2.111.179.336.225.870;0;1,24E+46;3,72E+44;10.454;0.0431;1,19E+46;3,34E+44;2,18E-10;6,56E-12;33.287.609.906.270.500;100.0;3,17E+47;0.2;0.0060;6,32E+46;1,82E+45;0.271;0.0030;8,58E+46;8,46E+44;0.529;0.0040;1,68E+47;1,20E+45;1.288;0.021;5637.29;89.48;2007ApJS..171...72I;no_AGN;false;false;false;false;false;false;false;true;false;false
IRAS_09463+8141;2MASX J09530021+8127282;Imanishi09;09:53:00.50;+81:27:28.0;0.156;0.156; ;ULIRG+LINER;MIR_SB;18.7; ; ; ; ;K_s_total (2MASS);0.00202;3.08E-4; ; ; ; ;IRAS 25 microns;0.0;-0.074;IRAS 60 microns;1.43;0.0573;NVSS;0.011800000000000001;6,00E+11;5.212;34.898;45.086.503;3.018.858; ; ; ; ;8.51E43;3,97E+45;1,07E+47;4,37E+45;3,11E+46;2,86E+45;1,84E+46;2.51E42;8,40E+46;2,44E+45;1,38E+47;2,36E+45;1,32E+47;2,63E+45;1,11E+47;4,18E+45;1,66E+47;3,75E+45;5,41E+47;3,57E+45;-20.438.413.177.742.200;0;-1.932;0.41;9.8;0.0;1,54E+46;2,49E+44;-1,32E+46;9,81E+44;-1.596;0.035;-2,45E+46;8,04E+44;30.45;0;7,21E+45;1,09E+45;0.8068;0.1562;8,93E+45;1,09E+45;1,10E-10;1,66E-11;6.634.440.860.008.130;0;2,90E+45;3,30E+44;0.8651;0.1385;3,35E+45;3.77E41;4,41E-11;5,02E-12;8.789.085.842.934.850;100.0;1,31E+47;0.315;0.011;4.14E43;1,47E+45;0.305;0.0060;4,00E+46;8,15E+44;0.38;0.0080;4,99E+46;9,89E+44;3.197;0.093;805.16;12.78;2009ApJ...694..751I;no_AGN;false;false;false;false;false;false;false;true;false;false
