ID;Name_NED;reference;RA (hms);Dec (dms);zbest;zspec;zIRS;source type;MIR_class;refmag;refmag_flag;Rband_name;Rband_flux;Rband_eflux;Kband_name;Kband_flux;Kband_eflux;IRAC1_flux;IRAC1_eflux;IRAC4_flux;IRAC4_eflux;24um_name;24um_flux;24um_eflux;70um_name;70um_flux;70um_eflux;1.4GHz_name;1.4GHz_flux;1.4GHz_eflux;lambda_min;lambda_max;lrest_min;lrest_max;nuLnu2.2;enuLnu2.2;nuLnu3.6;enuLnu3.6;nuLnu5.6;enuLnu5.6;nuLnu7.0;enuLnu7.0;nuLnu9.0;enuLnu9.0;nuLnu10.0;enuLnu10.0;nuLnu12.0;enuLnu12.0;nuLnu14.0;enuLnu14.0;nuLnu15.0;enuLnu15.0;nuLnu18.0;enuLnu18.0;nuLnu20.0;enuLnu20.0;nuLnu25.0;enuLnu25.0;C7-10-14;flagsil;Ssil;eSsil;lambdasil;elambdasil;continuumsil;econtinuumsil;peaksil;epeaksil;EWsil;eEWsil;Integralsil;eIntegralsil;SNRsil;flag62;L62;eL62;EW62;eEW62;Lcont62;eLcont62;f62;ef62;snr62;flag113;L113;eL113;EW113;eEW113;Lcont113;eLcont113;f113;ef113;snr113;5-15um coverage;Lum5-15;rAGN;erAGN;LumAGN;eLumAGN;rHII;erHII;LumHII;eLumHII;rPDR;erPDR;LumPDR;eLumPDR;tau97;etau97;chisq_decomp;redchisq;BIBCODE;AGNtype;Sy1;Sy1.X;Sy2;LINER;QSO;QSO2;Starburst;ULIRG;SMG;other
(hms);(dms);;;;;;(AB mag);;;(Jy);(Jy);;(Jy);(Jy);(Jy);(Jy);(Jy);(Jy);;(Jy);(Jy);;(Jy);(Jy);;(Jy);(Jy);(micron);(micron);(micron);(micron);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);(erg/s);;;;;(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/micron);(erg/s/micron);(micron);(micron);(erg/s);(erg/s);;;(erg/s);(erg/s);(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/cm2);(erg/s/cm2);;;(erg/s);(erg/s);(micron);(micron);(erg/s/micron);(erg/s/micron);(erg/s/cm2);(erg/s/cm2);;(%);(erg/s);;;(erg/s);(erg/s);;;(erg/s);(erg/s);;;(erg/s);(erg/s);;;;;;;;;;;;;;;;;;;
SDSS171818.14+584905.2;SDSS J171818.14+584905.2;Hiner09;17:18:18.14;+58:49:05.2;0.634;0.634; ;Q;MIR_AGN1;18.7;r;r (SDSS Petrosian)AB;1.16E-4;1.31E-6; ; ; ;6.75E-4;6.83E-5;0.00149;1.52E-4;24 microns (MIPS);0.00425;3.56E-4;70 microns (MIPS);0.035;0.0061;Condon2003;1,66E+12;2,80E+10;5.822;36.847;35.630.355;22.550.182; ; ; ; ;7,58E+47;6,75E+46;7,87E+47;5,77E+46;8,61E+47;6.66E43;9,01E+47;4,46E+46;9,56E+47;6,25E+46;7,95E+47;5.85E43;7,96E+47;4,78E+46;1,07E+48;4,98E+46;1,16E+48;7,50E+46; ; ;0.14174346369925206;0;0.179;0.152;10.5;0.0;2,00E+47;1.23E43;3,93E+46;3,60E+46;0.256;0.137;5,30E+46;2,62E+46;2.02;0;4,23E+45;1.14E43;0.0333;0.0898;1,27E+47;1.28E43;2,46E-12;6,63E-12;0.37057140182743564;0;1,18E+46;6,98E+45;0.1402;0.0841;8,39E+46;7,25E+45;6,85E-12;4,06E-12;16.851.305.050.105.600;100.0;1,58E+48;0.735;0.026;1,16E+48;4,08E+46;0.162;0.018;2,57E+47;2,87E+46;0.103;0.018;1,63E+47;2,90E+46;-0.24;0.095;32.67;0.52;2009ApJ...706..508H;type1;false;false;false;false;true;false;false;false;false;false
SDSS_J005009.81-003900.6;SDSS J005009.81-003900.5;Zakamska08;00:50:09.81;-00:39:00.6;0.728;0.728; ;S2;MIR_AGN2;20.1;r;r (SDSS Model) AB;3.89E-5;1.0E-6; ; ; ; ; ; ; ;MIPS24;0.036799999237060545; ;60 microns (IRAS);0.2;0.049;FIRST;0.00432;1.47E-4;7.54;34.351;4.363.426;19.879.053; ; ; ; ;3,91E+48;6,46E+46;5,71E+48;7,03E+46;4,33E+48;7,81E+46;4,70E+48;6.59E43;8,47E+48;9.09E43;1,12E+49;5,60E+46;1,23E+49;5,55E+46;1,52E+49;7,27E+46; ; ; ; ;-0.5765063412465414;0;-0.631;0.039;9.8;0.0;2,54E+48;5,10E+46;-1,19E+48;7,09E+46;-0.834;0.022;-2,12E+48;9,52E+46;22.23;0;1,84E+46;9,42E+45;0.0255;0.013;7,23E+47;1,14E+46;7,63E-12;3,90E-12;19.573.922.429.958.300;0;2,40E+46;1,16E+46;0.0395;0.019;6.07E44;1,23E+46;9,92E-12;4,78E-12;2.076.407.800.008.720;100.0;1,21E+49;0.435;0.0040;5,26E+48;4,92E+46;0.498;0.0030;6.01E45;3,18E+46;0.067;0.0030;8.09E44;3,69E+46;0.952;0.017;1173.15;18.62;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J005621.72+003235.8;SDSS J005621.72+003235.6;Zakamska08;00:56:21.72;+00:32:35.8;0.484;0.484; ;S2;MIR_SB;20.5;r;r (SDSS Model) AB;3.31E-5;1.04E-6; ; ; ; ; ; ; ;IRS; ; ;60 microns (IRAS);0.13;0.03;FIRST;0.0086;1.48E-4;7.529;20.892;507.345;14.078.168; ; ; ; ;9,02E+47;2.94E43;1,38E+48;2.14E43;3,97E+47;2,29E+46;2,32E+47;2,37E+46;9,09E+47;2,72E+46; ; ; ; ; ; ; ; ; ; ; ;0;-1.728;0.313;9.8;0.0;2,77E+47;6,44E+45;-2,27E+47;1,63E+46;-1.446;0.02;-3,97E+47;1,40E+46;28.4;0;1,38E+46;4,94E+45;0.0853;0.0307;1.62E44;5,61E+45;1,55E-11;5,55E-12;2.795.098.168.964.820;0;1,17E+46;2,99E+45;0.2831;0.0754;4,14E+46;3.18E42;1,31E-11;3,35E-12;3.918.878.597.103.270;9.004.717.826.843.260;1,72E+48;0.571;0.0080;9,83E+47;1,33E+46;0.256;0.0060;4,41E+47;1,06E+46;0.174;0.0050;2.99E44;8,66E+45;2.957;0.067;977.03;16.85;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J012341.47+004435.9;SDSS J012341.46+004435.9;Zakamska08;01:23:41.47;+00:44:35.9;0.399;0.399; ;S2;MIR_AGN1;20.9;g;r (SDSS Model) AB;3.09E-5;1.0E-6; ; ; ; ; ; ; ;IRS; ; ; ; ; ;FIRST;0.01183;1.45E-4;7.51;20.882;53.681.207;14.926.376; ; ; ; ; ; ;5,86E+47;1.44E43;5,75E+47;1,55E+46;5,67E+47;1,60E+46;5,29E+47;1,66E+46;5,15E+47;1,83E+46; ; ; ; ; ; ; ; ;0.03492758007159587;0;0.067;0.08;10.5;0.215;1,03E+47;4,05E+45;7.19E42;8,98E+45;0.048;0.037;5,02E+45;4,00E+45;1.26;0;4,95E+45;3,35E+45;0.0554;0.0376;8,94E+46;3,75E+45;8,83E-12;5,98E-12;14.774.095.844.414.600;0;1,25E+45;1,77E+45;0.0259;0.0367;4,82E+46;1,97E+45;2,22E-12;3,15E-12;0.7062559529685559;9.558.255.672.454.830;8,82E+47;0.913;0.012;8,06E+47;1,10E+46;0.064;0.0090;5,63E+46;7,70E+45;0.023;0.0070;2,00E+46;6.14E42;-0.102;0.032;50.06;0.86;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J081253.09+401859.9;[KMT2006] J081253.12+401859.88;Zakamska08;08:12:53.09;+40:18:59.9;0.551;0.551; ;S2;MIR_AGN2;20.6;g; ; ; ; ; ; ; ; ; ; ;IRS; ; ; ; ; ;FIRST;10.678.800.000.000.000;1.86E-4;7.52;20.895;4.848.485;13.471.954; ; ; ; ;8,03E+47;3,19E+46;7,67E+47;2,48E+46;7,28E+47;4,49E+46;6,70E+47;3,38E+46;8,64E+47;4,29E+46; ; ; ; ; ; ; ; ; ; ; ;2;-0.231;0.199;9.8;0.0;2,10E+47;8,90E+45;-4.33E43;3,41E+46;-0.385;0.076;-7,96E+46;1,90E+46;4.19;2;-2,57E+44;4,10E+45;-0.0021;0.0342;1,20E+47;5,22E+45;-2,11E-13;3,36E-12;0.06271590053971864;0;1.25E43;4,74E+45;0.1913;0.0742;6,53E+46;5,24E+45;1,02E-11;3,89E-12;26.330.674.766.586.700;8.471.954.345.703.120;1,36E+48;0.752;0.021;1,02E+48;2,86E+46;0.219;0.021;2,98E+47;2,90E+46;0.029;0.0070;3.93E43;1,00E+46;0.359;0.079;51.08;0.91;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J081507.42+430427.2;SDSS J081507.42+430427.1;Zakamska08;08:15:07.42;+43:04:27.2;0.51;0.51; ;S2;MIR_AGN2;21.2;g;r (SDSS Petrosian)AB;4.09E-5;1.85E-6; ; ; ; ; ; ; ;IRS; ; ;60 microns (IRAS);0.08;0.042;FIRST;0.00609;1.52E-4;7.504;20.892;4.969.537;13.835.762; ; ; ; ;2,73E+48;3,59E+46;2,30E+48;2,59E+46;6,41E+47;2,71E+46;3,74E+47;2,95E+46;1,50E+48;3,69E+46; ; ; ; ; ; ; ; ; ; ; ;0;-1.989;0.292;9.8;0.0;5,54E+47;9,89E+45;-4,78E+47;2,23E+46;-1.572;0.013;-8,59E+47;2,01E+46;42.83;2;-8,27E+45;5,10E+45;-0.0221;0.0136;3,74E+47;6,12E+45;-8,18E-12;5,04E-12;16.207.374.627.701.800;0;6.69E42;3,35E+45;0.086;0.0432;7.78E43;3,99E+45;6,62E-12;3.31E-15;19.990.937.259.232.900;8.835.762.023.925.780;3,01E+48;0.836;0.038;2,51E+48;1,13E+47;0.113;0.04;3,41E+47;1,20E+47;0.051;0.0040;1,53E+47;1,17E+46;3.131;0.181;421.95;7.27;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J091345.49+405628.2;2MASSi J0913454+405628;Zakamska08;09:13:45.49;+40:56:28.2;0.441;0.441; ;S2;MIR_AGN2;18.8;g;r (SDSS Petrosian)AB;2.24E-4;1.2E-5;K_s (WHT);6.67E-4;3.07E-5; ; ; ; ;IRAS 25 microns;0.334;0.013000000000000001;IRAS 60 microns;0.525;0.042;FIRST;0.00827;1.31E-4;7.511;28.82;52.123.528;20.0; ; ; ; ;1,42E+49;6.3E43;1,74E+49;4,39E+46;1,66E+49;5,47E+46;1,67E+49;3,45E+46;2,38E+49;3,55E+46;2,53E+49;5,02E+46;2,61E+49;7,09E+46;2,57E+49;5,38E+46; ; ; ; ;-0.2499425257824765;0;-0.281;0.0040;9.8;0.0;4,44E+48;1,30E+46;-1,09E+48;1.59E43;-0.388;0.0050;-1,72E+48;2,61E+46;65.9;0;2,10E+43;8,70E+45;0.0;0.0034;2,53E+48;9,20E+45;2,94E-14;1,22E-11;0.0024067102210776725;0;4,99E+45;3.91E42;0.0027;0.0021;1,88E+48;3,85E+45;7,00E-12;5,49E-12;12.751.457.111.163.900;9.787.647.247.314.450;3,02E+49;0.637;0.0010;1,93E+49;2,68E+46;0.325;0.0010;9,82E+48;1,86E+46;0.038;0.0010;1,15E+48;1,68E+46;0.316;0.0030;7359.79;122.66;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J092014.11+453157.3;SDSS J092014.11+453157.2;Zakamska08;09:20:14.11;+45:31:57.3;0.403;0.403; ;S2;MIR_AGNx;20.2;g;r (SDSS Petrosian)AB;7.62E-5;2.82E-6; ; ; ; ; ; ; ;IRS; ; ;60 microns (IRAS);0.12;0.037;NVSS; ; ;7.531;20.917;53.677.835;14.908.767; ; ; ; ; ; ;8,23E+47;1,53E+46;8,38E+47;1,67E+46;1,01E+48;1,79E+46;1,14E+48;1,74E+46;1,19E+48;1,97E+46; ; ; ; ; ; ; ; ;0.023716742798898162;0;-0.03;0.054;9.8;0.287;1,97E+47;4,48E+45;-5,79E+45;1,01E+46;-0.024;0.027;-5,19E+45;5,31E+45;0.98;0;5,63E+44;3,52E+45;0.0043;0.0268;1.31E44;3,85E+45;9,79E-13;6,12E-12;0.16002615918516508;0;5,23E+45;1,87E+45;0.0528;0.0189;9,90E+46;2.09E42;9,10E-12;3,25E-12;28.011.085.491.783.000;9.540.983.200.073.240;1,48E+48;0.689;0.0090;1,02E+48;1,33E+46;0.278;0.0070;4.11E44;1.02E43;0.033;0.0040;4,90E+46;6.0E42;-0.011;0.023;231.55;3.99;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J103951.49+643004.2;SDSS J103951.48+643004.2;Zakamska08;10:39:51.49;+64:30:04.2;0.402;0.402; ;S2;MIR_AGN2;20.2;g;r (SDSS Petrosian)AB;5.18E-5;1.81E-6; ; ; ; ; ; ; ;IRS; ; ;60 microns (IRAS);0.08;0.027;NVSS;0.0039;4,00E+11;7.526;20.903;5.368.046;14.909.415; ; ; ; ; ; ;1,44E+48;1,70E+46;1,47E+48;1,89E+46;1,54E+48;1,77E+46;1,72E+48;1,78E+46;2,00E+48;2,04E+46; ; ; ; ; ; ; ; ;-0.10912086727578069;0;-0.087;0.029;9.8;0.0;3,34E+47;3,39E+45;-2,78E+46;9,09E+45;-0.184;0.019;-6,10E+46;6,90E+45;8.85;0;3,18E+45;3,80E+45;0.0141;0.0168;2,26E+47;4,20E+45;5,57E-12;6.65E-15;0.8374435552863165;0;5,13E+45;1,86E+45;0.036;0.013;1,43E+47;2,17E+45;8,99E-12;3,25E-12;27.663.178.697.225.200;9.541.369.438.171.380;2,44E+48;0.738;0.0050;1,80E+48;1,30E+46;0.238;0.0040;5,83E+47;9.11E42;0.024;0.0030;5,75E+46;6,82E+45;0.134;0.014;222.22;3.83;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J110621.96+035747.1;SDSS J110621.96+035747.1;Zakamska08;11:06:21.96;+03:57:47.1;0.242;0.242; ;S2;MIR_AGN2;19.1;g;r (SDSS Petrosian)AB;2.92E-4;3.93E-6; ; ; ; ; ; ; ;IRS; ; ; ; ; ;NVSS; ; ;7.516;20.883;605.153;16.814.009; ; ; ; ; ; ;1,24E+47;5,17E+45;1,10E+47;4,15E+45;1,18E+47;3,25E+45;2,08E+47;5,38E+45;2,64E+47;4,82E+45;2,81E+47;5,52E+45; ; ; ; ; ; ;-0.4644059885713961;0;-0.418;0.091;9.8;0.0;2,67E+46;7.53E41;-9,11E+45;1.65E42;-0.591;0.048;-1,58E+46;1,65E+45;9.57;-1; ; ; ; ; ; ; ; ; ;0;1,91E+44;6,06E+44;0.0128;0.0406;1,49E+46;5,92E+44;1,09E-12;3,46E-12;0.31492191981319223;8.948.470.115.661.620;2,04E+47;0.521;0.021;1,06E+47;4,31E+45;0.472;0.015;9,63E+46;2,98E+45;0.0070;0.0080;1,47E+45;1,65E+45;0.744;0.044;131.66;2.58;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J115718.35+600345.6;SDSS J115718.34+600345.6;Zakamska08;11:57:18.35;+60:03:45.6;0.49;0.49; ;S2;MIR_AGN1;19.6;g;r (SDSS Petrosian)AB;9.17E-5;2.03E-6; ; ; ; ; ; ; ;IRS; ; ;60 microns (IRAS);0.26;0.046;FIRST;0.0011200000000000001;1,40E+12;7.521;20.873;5.047.651;14.008.724; ; ; ; ;4,02E+48;3.89E43;4,29E+48;2,88E+46;4,70E+48;3,95E+46;5,01E+48;2,72E+46;5,68E+48;3,22E+46; ; ; ; ; ; ; ; ; ; ; ;0;-0.031;0.018;9.8;0.0;1,16E+48;1,11E+46;-3,53E+46;2,08E+46;-0.061;0.019;-7,14E+46;2,25E+46;3.17;0;4,66E+46;6,43E+45;0.0727;0.0101;6,41E+47;7,01E+45;5,08E-11;7,01E-12;7.242.757.139.987.870;0;2,47E+46;3,10E+45;0.0514;0.0065;4,80E+47;3.28E42;2,69E-11;3,38E-12;7.945.002.965.679.820;8.961.073.398.590.080;8,11E+48;0.669;0.0030;5,42E+48;2.47E43;0.273;0.0020;2,21E+48;1,99E+46;0.059;0.0010;4,74E+47;1,12E+46;-0.048;0.0090;436.66;7.53;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J132323.33-015941.9;SDSS J132323.33-015941.9;Zakamska08;13:23:23.33;-01:59:41.9;0.35;0.35; ;S2;MIR_AGN2;20.6;g;r (SDSS Petrosian)AB;5.42E-5;1.9E-6; ; ; ; ; ; ; ;IRS; ; ; ; ; ;FIRST;7.4E-4;1.54E-4;7.516;20.875;5.567.407;15.462.963; ; ; ; ; ; ;2,23E+47;1,12E+46;2,57E+47;1,12E+46;2,24E+47;1.02E43;4,44E+47;1,24E+46;5,27E+47;1,33E+46; ; ; ; ; ; ; ; ;-0.4644151955801651;0;-0.453;0.094;9.8;0.0;6,38E+46;2,71E+45;-2,32E+46;4,02E+45;-0.501;0.068;-3,21E+46;5,51E+45;5.82;2;-4.76E42;2,83E+45;-0.1293;0.0776;3,68E+46;3,05E+45;-1,16E-11;6,87E-12;16.824.334.044.844.200;0;1,15E+45;1,61E+45;0.0348;0.049;3,29E+46;1,85E+45;2,78E-12;3,91E-12;0.7114745581650578;9.432.592.868.804.930;4,48E+47;0.485;0.023;2,17E+47;1,01E+46;0.5;0.016;2,24E+47;6,97E+45;0.015;0.0090;6,75E+45;4,12E+45;0.614;0.061;137.27;2.45;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SDSS_J164131.73+385840.9;SDSS J1641+3858;Zakamska08;16:41:31.73;+38:58:40.9;0.596;0.596; ;S2;MIR_AGN2;20.4;g;r (SDSS Petrosian)AB;4.65E-5;1.9E-6; ; ; ; ; ; ; ;IRS; ; ; ; ; ;FIRST;0.0028;1.46E-4;7.517;20.893;47.099;13.090.853; ; ; ; ;1,61E+48;4,58E+46;1,78E+48;3,88E+46;1,70E+48;6,51E+46;1,64E+48;4,00E+46;2,48E+48;5,35E+46; ; ; ; ; ; ; ; ; ; ; ;2;-0.343;0.08;9.8;0.0;5,53E+47;1,45E+46;-1,61E+47;3,46E+46;-0.45;0.041;-2,48E+47;2,90E+46;8.57;0;4,44E+45;7,31E+45;0.0168;0.0277;2,64E+47;8,87E+45;3,01E-12;4,95E-12;0.607763880911206;0;4,83E+45;5,67E+45;0.025;0.0294;1,93E+47;6,31E+45;3,27E-12;3,84E-12;0.8514077119964352;8.090.852.737.426.750;3,45E+48;0.626;0.0080;2.16E45;2,73E+46;0.334;0.0080;1,15E+48;2,70E+46;0.04;0.0050;1,38E+47;1,75E+46;0.389;0.035;78.94;1.44;2008AJ....136.1607Z;type2;false;false;false;false;false;true;false;false;false;false
SJ103744.46+582950.6;SWIRE J103744.46+582950.6;Weedman06b;10:37:44.46;+58:29:50.6;1.88; ;1.88;SB;MIR_SB;23.5;R; ; ; ; ; ; ;7.7E-5;-99.0;7.8E-5;-99.0;24 microns (MIPS);0.00144;-99.0; ; ; ;NVSS; ; ;7.727;32.866;2.682.986;11.411.805; ; ;3,81E+47;6,45E+47;2,33E+48;4,64E+47;2,33E+48;1,00E+48;1,29E+48;4,11E+47;1,36E+48;4.35E44; ; ; ; ; ; ; ; ; ; ; ; ; ;-4; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1,40E+47;1,13E+47;0.365;0.3189;3,83E+47;1,30E+47;5,44E-12;4.38E-15;124.178.080.741.382;-1; ; ; ; ; ; ; ; ; ;6.411.805.152.893.060;7.98E45;0.673;0.103;5,37E+48;8,25E+47;0.055;0.13;4,38E+47;1,04E+48;0.272;0.067;2.17E45;5,31E+47;0.773;0.53;26.2;0.57;2006ApJ...653..101W;no_AGN;false;false;false;false;false;false;true;false;false;false
SJ103809.18+583226.2;SWIRE J103809.18+583226.2;Weedman06b;10:38:09.18;+58:32:26.2;0.98; ;0.98;SB;MIR_SB;25.7;R; ; ; ; ; ; ;2.6E-5;-99.0;0.0;-4.0E-5;24 microns (MIPS);0.0010600000000000002;-99.0; ; ; ;NVSS; ; ;7.456;32.866;37.656.565;1.659.899; ; ; ; ;7,11E+46;9,07E+46;3.73E44;1,23E+47;4,15E+47;1,20E+47;4,28E+47;1,52E+47;1,06E+48;9,54E+46;9,27E+47;5,29E+46;8.16E44;5,95E+46; ; ; ; ; ; ;-0.34483710311967297;0;0.03;0.643;10.5;0.336;1,56E+47;4,50E+46;4,72E+45;9.35E43;0.56;1.026;7,28E+46;1,38E+47;0.53;0;4,41E+45;1,96E+46;0.1499;0.6762;2,94E+46;2,35E+46;8.71E-16;3,87E-12;0.22529747761201552;0;1,41E+46;1,07E+46;0.2198;0.1724;6,40E+46;1,14E+46;2,78E-12;2,12E-12;13.091.422.674.017.400;100.0;1,32E+48;0.02;0.041;2,67E+46;5,36E+46;0.606;0.026;7,98E+47;3,43E+46;0.374;0.034;4,93E+47;4,52E+46;0.797;0.296;82.76;1.31;2006ApJ...653..101W;no_AGN;false;false;false;false;false;false;true;false;false;false
SJ103837.03+582214.8;SWIRE J103837.03+582214.8;Weedman06b;10:38:37.03;+58:22:14.8;1.68; ;1.68;SB;MIR_SB;25.6;R; ; ; ; ; ; ;6.8E-5;-99.0;7.2E-5;-99.0;24 microns (MIPS);0.00103;-99.0; ; ; ;NVSS; ; ;14.705;32.866;54.869.404;12.263.434; ; ; ; ; ; ;2,70E+48;4,40E+47;1,60E+48;3.77E44;8,50E+47;2,24E+47; ; ; ; ; ; ; ; ; ; ; ; ; ;2;-0.485;0.435;9.8;0.0;1,17E+48;3,53E+47;-4,49E+47;4,76E+47;-0.728;0.309;-9,10E+47;7,16E+47;1.27;0;1,27E+47;5,99E+46;0.4497;0.2415;2,82E+47;7,17E+46;6,52E-12;3,08E-12;2.114.498.907.071.990;0;1,19E+47;2,57E+46;10.073;0.3341;1,18E+47;2,96E+46;6,10E-12;1,32E-12;4.620.924.908.266.860;6.776.494.026.184.080;7,34E+48;0.282;0.071;2.07E45;5,24E+47;0.345;0.088;2,53E+48;6,46E+47;0.373;0.063;2,73E+48;4,63E+47;1.435;0.44;48.37;1.07;2006ApJ...653..101W;no_AGN;false;false;false;false;false;false;true;false;false;false
SJ103856.98+585244.1;SWIRE J103856.98+585244.1;Weedman06b;10:38:56.98;+58:52:44.1;1.88; ;1.88;SB;unknown;26.2;R; ; ; ; ; ; ;2.6E-5;-99.0;0.0;-4.0E-5;24 microns (MIPS);0.0010600000000000002;-99.0; ; ; ;NVSS; ; ;7.456;32.866;25.888.886;11.411.805; ; ;1,16E+48;6,01E+47;2,92E+48;4,28E+47;1,64E+48;9,02E+47;1,65E+48;3,79E+47;1,20E+48;2,76E+47; ; ; ; ; ; ; ; ; ; ; ; ; ;-4; ; ; ; ; ; ; ; ; ; ; ; ; ;0;6,83E+46;1,09E+47;0.17;0.2755;4.02E44;1,08E+47;2,66E-12;4,25E-12;0.6254998560382729;-1; ; ; ; ; ; ; ; ; ;6.411.805.152.893.060;9,15E+48;0.52;0.143;4,76E+48;1,31E+48;0.297;0.235;2,71E+48;2,15E+48;0.183;0.103;1,68E+48;9,47E+47;1.545;0.964;27.53;0.6;2006ApJ...653..101W;no_AGN;false;false;false;false;false;false;true;false;false;false
SJ103916.79+585657.9;SWIRE J103916.79+585657.9;Weedman06b;10:39:16.79;+58:56:57.9; ; ; ;AGN2?;unknown;22.9;R; ; ; ; ; ; ;1.0E-5;-99.0;2.74E-4;-99.0;24 microns (MIPS);0.00486;-99.0; ; ; ;NVSS; ; ;7.456;32.529; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2006ApJ...653..101W;no_AGN;false;false;false;false;false;false;false;false;false;true
SJ104217.17+575459.2;SDSS J104217.04+575457.7;Weedman06b;10:42:17.17;+57:54:59.2;1.91; ;1.91;SB;MIR_SB;23.1;R;r (SDSS PSF) AB;2.28E-6;4.18E-7; ; ; ;4.2E-5;-99.0;0.0;-4.0E-5;24 microns (MIPS);0.0010;-99.0; ; ; ;NVSS; ; ;13.988;32.866;4.806.873;11.294.159; ; ; ; ;8,75E+47;4,66E+47;1,37E+48;6,59E+47;1,48E+48;3,95E+47;1,37E+48;3.17E44; ; ; ; ; ; ; ; ; ; ; ; ; ;-4; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1,52E+47;9,74E+46;0.8061;0.7457;1.88E44;1,25E+47;5,67E-12;3,65E-12;15.558.298.697.742.000;-1; ; ; ; ; ; ; ; ; ;6.294.158.935.546.870;5,60E+48;0.426;0.116;2,39E+48;6,51E+47;0.0;0.174;0.0;9,77E+47;0.574;0.124;3,22E+48;6,94E+47;-0.691;0.778;24.77;0.54;2006ApJ...653..101W;no_AGN;false;false;false;false;false;false;true;false;false;false
SJ104351.87+584953.7;SWIRE J104351.87+584953.7;Weedman06b;10:43:51.87;+58:49:53.7;0.609;0.609; ;S;MIR_COMP;23.1;R;r' (KPNO/MOSAIC);1.93E-6;7.12E-8; ; ; ;1.9E-5;-99.0;1.03E-4;1.03E-5;24 microns (MIPS);9.4E-4;-99.0; ; ; ;NED;0.0;-1.39E-4;7.485;32.929;4.651.958;20.465.508; ; ; ; ;1.2E44;4,96E+46;1,51E+47;4,12E+46;1,82E+47;3,20E+46;8,81E+46;2,39E+46;1,90E+47;3,14E+46;1,83E+47;2,29E+46;2,01E+47;1,86E+46;2.2E44;1.86E43; ; ; ; ;-0.6899632753949829;0;0.016;0.715;9.8;0.358;3,60E+46;1,93E+46;5,68E+44;1,82E+46;-0.47;2.227;-1,70E+46;3,93E+46;0.43;2;-6.21E42;8,09E+45;-0.1936;0.2594;3,21E+46;1.0E43;-3,99E-12;5,20E-12;0.767321057767452;0;6.29E42;3,36E+45;0.5179;0.3212;1,21E+46;3.83E42;4,04E-12;2,16E-12;18.720.444.289.768.100;100.0;2,74E+47;0.641;0.114;1,76E+47;3,13E+46;0.242;0.072;6,62E+46;1,97E+46;0.118;0.063;3,23E+46;1,74E+46;0.522;0.247;68.69;1.09;2006ApJ...653..101W;no_AGN;false;false;false;false;false;false;false;false;false;true
